pair_id	protein_name	label	rna_len	prot_len	example_class	neg_strategy	parent_pair_id	prob_v2
curated_0129__neg_shuffle_dinucleotide_0	Puf3	0	137	879	generated_negative	shuffle_dinucleotide	curated_0129	0.5713281035423279
curated_0129__neg_cross_protein_0	SRSF1 RRM1 E87N	0	137	86	generated_negative	cross_protein	curated_0129	0.3501569628715515
curated_0129__neg_cross_rna_0	Puf3	0	6	879	generated_negative	cross_rna	curated_0129	0.5532779097557068
curated_0130__neg_shuffle_uniform_0	Puf3	0	101	879	generated_negative	shuffle_uniform	curated_0130	0.48831847310066223
curated_0130__neg_shuffle_dinucleotide_0	Puf3	0	101	879	generated_negative	shuffle_dinucleotide	curated_0130	0.5631645321846008
curated_0130__neg_cross_protein_0	SRSF1 RRM1 E87N	0	101	86	generated_negative	cross_protein	curated_0130	0.3501569628715515
curated_0130__neg_cross_rna_0	Puf3	0	6	879	generated_negative	cross_rna	curated_0130	0.0738694965839386
curated_0131__neg_shuffle_uniform_0	Puf3	0	76	879	generated_negative	shuffle_uniform	curated_0131	0.41696977615356445
curated_0131__neg_shuffle_dinucleotide_0	Puf3	0	76	879	generated_negative	shuffle_dinucleotide	curated_0131	0.5005020499229431
curated_0131__neg_cross_protein_0	SRSF1 RRM1 E87N	0	76	86	generated_negative	cross_protein	curated_0131	0.27835652232170105
curated_0133__neg_shuffle_uniform_0	RBM5 (part)	0	10	117	generated_negative	shuffle_uniform	curated_0133	0.2815627455711365
curated_0133__neg_shuffle_dinucleotide_0	RBM5 (part)	0	10	117	generated_negative	shuffle_dinucleotide	curated_0133	0.1297789067029953
curated_0133__neg_cross_protein_0	PTB1 (RBD2)	0	10	145	generated_negative	cross_protein	curated_0133	0.3017216622829437
curated_0133__neg_cross_rna_0	RBM5 (part)	0	54	117	generated_negative	cross_rna	curated_0133	0.2420991063117981
curated_0144__neg_shuffle_uniform_0	FMRP-NT	0	76	217	generated_negative	shuffle_uniform	curated_0144	0.5496357083320618
curated_0144__neg_shuffle_dinucleotide_0	FMRP-NT	0	76	217	generated_negative	shuffle_dinucleotide	curated_0144	0.48264023661613464
curated_0144__neg_cross_protein_0	MCP (MS2 Coat Protein)	0	76	130	generated_negative	cross_protein	curated_0144	0.41897496581077576
curated_0144__neg_cross_rna_0	FMRP-NT	0	6	217	generated_negative	cross_rna	curated_0144	0.45482340455055237
curated_0151__neg_shuffle_uniform_0	ASF/SF2	0	58	248	generated_negative	shuffle_uniform	curated_0151	0.415589839220047
curated_0151__neg_shuffle_dinucleotide_0	ASF/SF2	0	58	248	generated_negative	shuffle_dinucleotide	curated_0151	0.5965117812156677
curated_0151__neg_cross_protein_0	PTB1 (RBD2)	0	58	145	generated_negative	cross_protein	curated_0151	0.39363619685173035
curated_0151__neg_cross_rna_0	ASF/SF2	0	6	248	generated_negative	cross_rna	curated_0151	0.15002328157424927
curated_0152__neg_shuffle_uniform_0	ASF/SF2	0	58	248	generated_negative	shuffle_uniform	curated_0152	0.5077947974205017
curated_0152__neg_shuffle_dinucleotide_0	ASF/SF2	0	58	248	generated_negative	shuffle_dinucleotide	curated_0152	0.6191226840019226
curated_0152__neg_cross_protein_0	PTB1 (RBD2)	0	58	145	generated_negative	cross_protein	curated_0152	0.4197242856025696
curated_0153__neg_shuffle_uniform_0	ASF/SF2	0	58	248	generated_negative	shuffle_uniform	curated_0153	0.07456646859645844
curated_0153__neg_shuffle_dinucleotide_0	ASF/SF2	0	58	248	generated_negative	shuffle_dinucleotide	curated_0153	0.18433251976966858
curated_0153__neg_cross_protein_0	PTB1 (RBD2)	0	58	145	generated_negative	cross_protein	curated_0153	0.4073767066001892
curated_0154__neg_shuffle_uniform_0	ASF/SF2	0	56	248	generated_negative	shuffle_uniform	curated_0154	0.4589850902557373
curated_0154__neg_shuffle_dinucleotide_0	ASF/SF2	0	56	248	generated_negative	shuffle_dinucleotide	curated_0154	0.5156545042991638
curated_0154__neg_cross_protein_0	PTB1 (RBD2)	0	56	145	generated_negative	cross_protein	curated_0154	0.44585782289505005
curated_0157__neg_shuffle_uniform_0	SC35	0	58	221	generated_negative	shuffle_uniform	curated_0157	0.4542326033115387
curated_0157__neg_shuffle_dinucleotide_0	SC35	0	58	221	generated_negative	shuffle_dinucleotide	curated_0157	0.3215574324131012
curated_0157__neg_cross_protein_0	ERH	0	58	104	generated_negative	cross_protein	curated_0157	0.3674555718898773
curated_0157__neg_cross_rna_0	SC35	0	6	221	generated_negative	cross_rna	curated_0157	0.18438929319381714
curated_0158__neg_shuffle_uniform_0	SC35	0	57	221	generated_negative	shuffle_uniform	curated_0158	0.5260615944862366
curated_0158__neg_shuffle_dinucleotide_0	SC35	0	57	221	generated_negative	shuffle_dinucleotide	curated_0158	0.49355703592300415
curated_0158__neg_cross_protein_0	ERH	0	57	104	generated_negative	cross_protein	curated_0158	0.4298434853553772
curated_0162__neg_shuffle_uniform_0	MCP (MS2 Coat Protein)	0	20	130	generated_negative	shuffle_uniform	curated_0162	0.430544912815094
curated_0162__neg_shuffle_dinucleotide_0	MCP (MS2 Coat Protein)	0	20	130	generated_negative	shuffle_dinucleotide	curated_0162	0.17825530469417572
curated_0162__neg_cross_protein_0	SRSF1 RRM1 E87N	0	20	86	generated_negative	cross_protein	curated_0162	0.0790100023150444
curated_0162__neg_cross_rna_0	MCP (MS2 Coat Protein)	0	26	130	generated_negative	cross_rna	curated_0162	0.32948580384254456
curated_0164__neg_shuffle_uniform_0	MCP (MS2 Coat Protein)	0	20	130	generated_negative	shuffle_uniform	curated_0164	0.2330380231142044
curated_0164__neg_shuffle_dinucleotide_0	MCP (MS2 Coat Protein)	0	20	130	generated_negative	shuffle_dinucleotide	curated_0164	0.08091571927070618
curated_0164__neg_cross_protein_0	SRSF1 RRM1 E87N	0	20	86	generated_negative	cross_protein	curated_0164	0.24102544784545898
curated_0164__neg_cross_rna_0	MCP (MS2 Coat Protein)	0	14	130	generated_negative	cross_rna	curated_0164	0.24748292565345764
